episode,reward,avg100_reward,deposited,mean_entropy,elapsed_sec,stay,north,east,south,west,random,home,prospect
4442,1010.00,869.25,730,1.923,1841.7,0.067,0.123,0.131,0.091,0.083,0.155,0.105,0.244
4443,494.00,870.01,478,2.030,1842.8,0.087,0.110,0.159,0.119,0.108,0.145,0.090,0.182
4444,592.00,871.22,524,1.957,1843.4,0.077,0.097,0.113,0.151,0.090,0.159,0.082,0.231
4445,715.00,874.59,372,1.920,1843.8,0.056,0.116,0.039,0.137,0.140,0.189,0.032,0.291
4446,529.00,855.95,320,2.014,1844.4,0.116,0.124,0.066,0.124,0.138,0.127,0.105,0.201
4447,741.00,853.44,638,1.951,1844.6,0.139,0.122,0.089,0.083,0.111,0.144,0.078,0.233
4448,600.00,852.61,530,2.029,1845.2,0.102,0.105,0.088,0.108,0.133,0.139,0.113,0.212
4449,1090.00,854.39,969,1.975,1845.6,0.135,0.103,0.087,0.100,0.186,0.103,0.116,0.170
4450,718.00,854.91,607,2.012,1846.2,0.126,0.132,0.046,0.105,0.137,0.151,0.116,0.188
4451,1842.00,855.74,1723,1.880,1846.5,0.236,0.121,0.071,0.082,0.132,0.137,0.038,0.181
4452,473.00,854.89,464,2.037,1847.3,0.124,0.129,0.102,0.095,0.122,0.143,0.131,0.154
4453,1253.00,863.70,541,1.780,1847.6,0.259,0.141,0.076,0.038,0.200,0.119,0.049,0.119
4454,2041.00,877.82,1445,1.856,1847.9,0.132,0.142,0.057,0.047,0.189,0.132,0.108,0.193
4455,1314.00,885.37,1210,1.859,1848.4,0.190,0.108,0.068,0.040,0.150,0.150,0.108,0.187
4456,1347.00,888.13,1213,1.776,1848.8,0.237,0.141,0.041,0.033,0.137,0.162,0.079,0.170
4457,1223.00,892.90,1104,1.948,1849.5,0.199,0.141,0.092,0.068,0.131,0.137,0.115,0.117
4458,1342.00,901.66,1237,0.980,1849.6,0.763,0.000,0.000,0.000,0.169,0.051,0.000,0.017
4459,793.00,902.48,223,1.192,1849.7,0.579,0.074,0.021,0.011,0.137,0.074,0.032,0.074
4460,1045.00,898.68,715,1.224,1849.9,0.584,0.024,0.000,0.016,0.152,0.120,0.024,0.080
4461,731.00,896.47,701,1.827,1850.3,0.306,0.107,0.048,0.040,0.087,0.139,0.103,0.171
4462,2014.00,908.25,1484,1.642,1850.5,0.339,0.102,0.039,0.031,0.087,0.165,0.063,0.173
4463,1731.00,918.64,1097,1.487,1850.7,0.455,0.059,0.050,0.010,0.079,0.178,0.040,0.129
4464,466.00,915.32,446,1.964,1851.2,0.144,0.109,0.077,0.064,0.133,0.160,0.160,0.152
4465,492.00,914.32,458,1.998,1851.8,0.199,0.092,0.102,0.059,0.129,0.132,0.140,0.146
4466,581.00,904.45,516,1.971,1852.3,0.185,0.107,0.096,0.078,0.140,0.081,0.137,0.176
4467,1550.00,909.43,1251,1.985,1852.9,0.139,0.102,0.109,0.107,0.141,0.109,0.141,0.152
4468,692.00,913.92,641,2.034,1854.6,0.117,0.121,0.127,0.109,0.110,0.092,0.133,0.190
4469,1100.00,919.73,928,1.896,1855.0,0.154,0.199,0.103,0.136,0.191,0.070,0.059,0.088
4470,618.00,917.61,215,1.547,1855.3,0.263,0.194,0.025,0.125,0.225,0.006,0.031,0.131
4471,445.00,913.11,350,1.898,1855.7,0.152,0.236,0.087,0.127,0.138,0.025,0.105,0.130
4472,938.00,911.13,891,1.921,1856.2,0.088,0.179,0.129,0.138,0.167,0.028,0.097,0.173
4473,1202.00,916.69,34,1.694,1856.3,0.267,0.233,0.052,0.172,0.121,0.009,0.009,0.138
4474,1344.00,925.66,1106,1.745,1856.6,0.235,0.129,0.091,0.174,0.098,0.015,0.045,0.212
4475,684.00,918.53,615,1.967,1857.3,0.090,0.201,0.126,0.157,0.128,0.036,0.109,0.155
4476,411.00,915.39,73,1.787,1857.6,0.069,0.216,0.092,0.133,0.115,0.014,0.046,0.317
4477,1112.00,918.36,659,1.809,1857.8,0.062,0.144,0.169,0.094,0.150,0.006,0.044,0.331
4478,1099.00,922.18,939,1.943,1858.3,0.110,0.133,0.156,0.140,0.106,0.053,0.120,0.183
4479,636.00,915.72,543,1.985,1859.0,0.091,0.137,0.172,0.122,0.152,0.026,0.120,0.180
4480,1165.00,918.18,1075,1.957,1859.6,0.120,0.125,0.193,0.115,0.110,0.042,0.112,0.183
4481,982.00,921.04,754,1.912,1860.0,0.145,0.114,0.202,0.077,0.141,0.027,0.098,0.195
4482,1118.00,925.13,908,1.828,1860.3,0.114,0.163,0.151,0.096,0.127,0.012,0.054,0.283
4483,875.00,925.97,326,1.707,1860.5,0.128,0.120,0.056,0.200,0.144,0.008,0.008,0.336
4484,641.00,928.38,548,1.916,1860.8,0.139,0.167,0.162,0.079,0.120,0.019,0.088,0.227
4485,1214.00,931.94,1155,1.965,1861.3,0.143,0.118,0.168,0.075,0.112,0.047,0.143,0.196
4486,419.00,930.29,412,1.984,1862.0,0.104,0.116,0.138,0.114,0.160,0.050,0.114,0.202
4487,721.00,931.57,550,1.962,1862.4,0.118,0.149,0.118,0.083,0.163,0.028,0.138,0.204
4488,937.00,932.36,849,1.914,1862.9,0.155,0.141,0.134,0.110,0.106,0.039,0.131,0.184
4489,841.00,931.75,622,1.946,1863.3,0.152,0.148,0.096,0.148,0.111,0.037,0.119,0.189
4490,494.00,929.26,459,2.009,1863.9,0.134,0.144,0.166,0.093,0.116,0.043,0.101,0.204
4491,1272.00,937.65,1254,1.782,1864.2,0.227,0.077,0.122,0.182,0.122,0.028,0.110,0.133
4492,589.00,932.38,537,1.978,1864.9,0.161,0.112,0.096,0.139,0.129,0.084,0.125,0.153
4493,742.00,934.04,740,2.029,1866.5,0.137,0.073,0.127,0.179,0.134,0.087,0.124,0.140
4494,741.00,933.92,717,1.974,1867.2,0.142,0.124,0.186,0.155,0.087,0.068,0.144,0.094
4495,1344.00,941.57,1043,1.721,1867.5,0.293,0.133,0.138,0.160,0.089,0.036,0.107,0.044
4496,1382.00,948.00,995,1.416,1867.8,0.386,0.098,0.072,0.216,0.092,0.007,0.072,0.059
4497,1173.00,953.88,1102,1.654,1868.2,0.332,0.095,0.102,0.159,0.088,0.025,0.106,0.092
4498,903.00,958.63,750,1.791,1868.6,0.286,0.103,0.140,0.159,0.066,0.033,0.140,0.073
4499,1675.00,966.43,1572,1.714,1869.1,0.239,0.132,0.138,0.190,0.089,0.028,0.120,0.064
4500,1109.00,969.86,1059,1.626,1869.6,0.372,0.097,0.097,0.123,0.105,0.022,0.137,0.047
4501,1313.00,978.21,336,1.280,1869.8,0.473,0.081,0.088,0.230,0.034,0.007,0.054,0.034
4502,1166.00,982.22,708,0.318,1869.9,0.914,0.000,0.000,0.069,0.017,0.000,0.000,0.000
4503,735.00,982.66,694,1.832,1870.6,0.254,0.118,0.090,0.142,0.100,0.050,0.164,0.083
4504,294.00,978.35,258,1.532,1870.9,0.466,0.098,0.108,0.049,0.078,0.029,0.123,0.049
4505,380.00,969.68,368,1.999,1871.9,0.187,0.109,0.127,0.104,0.144,0.074,0.149,0.104
4506,732.00,970.57,663,1.019,1872.1,0.614,0.091,0.068,0.034,0.091,0.034,0.023,0.045
4507,0.00,962.13,0,0.019,1872.1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4508,414.00,949.63,180,0.605,1872.3,0.773,0.061,0.030,0.045,0.015,0.000,0.030,0.045
4509,222.00,937.23,155,1.114,1872.4,0.689,0.056,0.100,0.011,0.011,0.033,0.067,0.033
4510,232.00,931.85,82,0.374,1872.5,0.909,0.018,0.000,0.036,0.000,0.000,0.000,0.036
4511,1351.00,927.34,1321,2.030,1874.2,0.161,0.138,0.129,0.107,0.114,0.087,0.107,0.157
4512,1336.00,926.54,1268,1.826,1874.5,0.266,0.221,0.078,0.110,0.071,0.032,0.097,0.123
4513,0.00,915.15,0,0.043,1874.6,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4514,0.00,908.13,0,0.035,1874.6,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4515,1147.00,910.87,870,1.424,1874.8,0.435,0.163,0.098,0.065,0.076,0.022,0.065,0.076
4516,671.00,901.89,625,1.899,1875.3,0.201,0.195,0.176,0.093,0.073,0.042,0.093,0.128
4517,294.00,897.59,0,0.264,1875.3,0.978,0.000,0.000,0.000,0.022,0.000,0.000,0.000
4518,603.00,887.93,603,0.130,1875.4,0.974,0.000,0.000,0.000,0.026,0.000,0.000,0.000
4519,545.00,880.90,525,1.759,1875.7,0.270,0.117,0.153,0.102,0.092,0.020,0.143,0.102
4520,595.00,882.82,537,1.887,1876.1,0.179,0.179,0.144,0.103,0.076,0.095,0.068,0.156
4521,448.00,877.16,413,1.990,1876.8,0.116,0.200,0.145,0.110,0.101,0.075,0.121,0.134
4522,681.00,877.20,618,1.881,1877.2,0.195,0.225,0.123,0.106,0.102,0.021,0.127,0.102
4523,858.00,874.16,778,2.041,1878.8,0.113,0.135,0.117,0.106,0.107,0.114,0.119,0.189
4524,1659.00,883.47,1625,1.706,1879.0,0.203,0.211,0.045,0.053,0.165,0.038,0.203,0.083
4525,293.00,873.18,267,1.774,1879.3,0.077,0.166,0.110,0.066,0.077,0.044,0.271,0.188
4526,440.00,863.95,323,1.861,1879.6,0.048,0.174,0.130,0.072,0.092,0.058,0.232,0.193
4527,631.00,859.28,588,1.924,1880.1,0.088,0.230,0.102,0.092,0.117,0.021,0.173,0.177
4528,575.00,853.11,575,2.008,1881.5,0.085,0.133,0.149,0.123,0.131,0.065,0.130,0.184
4529,677.00,851.39,600,1.900,1882.3,0.089,0.117,0.243,0.089,0.120,0.033,0.106,0.202
4530,281.00,838.59,277,1.903,1882.7,0.156,0.140,0.192,0.036,0.092,0.008,0.124,0.252
4531,1265.00,844.65,698,1.476,1882.8,0.417,0.136,0.087,0.029,0.087,0.029,0.087,0.126
4532,1232.00,852.95,1105,1.820,1883.2,0.159,0.154,0.173,0.038,0.159,0.053,0.120,0.144
4533,720.00,847.09,698,1.670,1883.4,0.249,0.119,0.119,0.059,0.146,0.038,0.108,0.162
4534,1056.00,850.93,912,1.688,1883.8,0.243,0.121,0.168,0.051,0.164,0.037,0.089,0.126
4535,545.00,847.78,516,1.960,1884.5,0.173,0.117,0.183,0.060,0.160,0.063,0.098,0.146
4536,1611.00,858.65,856,1.265,1884.8,0.436,0.031,0.074,0.031,0.294,0.006,0.080,0.049
4537,2538.00,878.19,1953,1.371,1885.1,0.388,0.067,0.103,0.036,0.230,0.036,0.061,0.079
4538,828.00,880.80,527,1.544,1885.4,0.370,0.116,0.095,0.058,0.159,0.021,0.058,0.122
4539,1248.00,886.59,947,1.688,1885.9,0.353,0.088,0.127,0.061,0.163,0.022,0.088,0.099
4540,1590.00,890.63,156,0.866,1886.1,0.472,0.008,0.040,0.000,0.464,0.000,0.016,0.000
4541,2174.00,907.25,266,1.213,1886.3,0.535,0.013,0.057,0.006,0.333,0.000,0.038,0.019
4542,667.00,903.82,528,1.749,1886.7,0.316,0.086,0.117,0.056,0.165,0.008,0.139,0.113
4543,1166.00,910.54,1123,1.822,1887.3,0.204,0.092,0.089,0.073,0.254,0.042,0.115,0.131
4544,2152.00,926.14,1898,1.562,1887.6,0.250,0.098,0.131,0.049,0.303,0.070,0.053,0.045
4545,1740.00,936.39,510,1.279,1887.9,0.339,0.017,0.075,0.029,0.466,0.011,0.046,0.017
4546,1219.00,943.29,1038,1.465,1888.3,0.321,0.093,0.131,0.041,0.279,0.010,0.083,0.041
4547,1233.00,948.21,912,1.668,1888.8,0.330,0.111,0.108,0.027,0.229,0.017,0.077,0.101
4548,725.00,949.46,484,1.754,1889.3,0.293,0.077,0.151,0.038,0.287,0.012,0.077,0.065
4549,816.00,946.72,756,1.905,1890.0,0.170,0.123,0.141,0.075,0.195,0.052,0.116,0.127
4550,809.00,947.63,709,1.882,1890.5,0.162,0.112,0.134,0.095,0.235,0.042,0.118,0.101
4551,1240.00,941.61,1138,1.793,1890.9,0.177,0.119,0.123,0.051,0.224,0.040,0.144,0.123
4552,929.00,946.17,342,1.618,1891.1,0.314,0.074,0.157,0.116,0.248,0.000,0.041,0.050
4553,1101.00,944.65,837,1.585,1891.3,0.341,0.011,0.187,0.077,0.253,0.000,0.132,0.000
4554,580.00,930.04,564,1.930,1891.7,0.200,0.108,0.146,0.115,0.169,0.035,0.138,0.088
4555,689.00,923.79,553,1.996,1892.4,0.139,0.168,0.129,0.079,0.141,0.102,0.120,0.122
4556,533.00,915.65,510,1.951,1892.8,0.118,0.099,0.172,0.103,0.187,0.042,0.168,0.111
4557,735.00,910.77,621,1.846,1893.1,0.268,0.126,0.191,0.087,0.148,0.005,0.071,0.104
4558,665.00,904.00,536,2.017,1893.9,0.175,0.139,0.102,0.115,0.151,0.095,0.092,0.130
4559,765.00,903.72,759,1.996,1894.6,0.178,0.118,0.123,0.129,0.155,0.056,0.118,0.123
4560,1304.00,906.31,741,1.833,1894.9,0.268,0.085,0.165,0.116,0.195,0.018,0.085,0.067
4561,729.00,906.29,580,1.993,1895.5,0.190,0.125,0.148,0.132,0.142,0.049,0.107,0.107
4562,567.00,891.82,463,1.911,1896.1,0.234,0.087,0.171,0.147,0.136,0.035,0.107,0.084
4563,752.00,882.03,616,1.926,1896.6,0.228,0.108,0.225,0.145,0.092,0.034,0.065,0.105
4564,1267.00,890.04,882,1.773,1896.9,0.224,0.073,0.200,0.215,0.146,0.029,0.059,0.054
4565,1221.00,897.33,428,1.698,1897.2,0.299,0.038,0.229,0.197,0.121,0.019,0.019,0.076
4566,1526.00,906.78,1311,1.827,1897.6,0.227,0.139,0.135,0.171,0.163,0.032,0.068,0.064
4567,1315.00,904.43,906,1.812,1898.0,0.260,0.135,0.176,0.142,0.118,0.047,0.027,0.095
4568,811.00,905.62,407,1.865,1898.5,0.238,0.106,0.172,0.169,0.146,0.017,0.076,0.076
4569,955.00,904.17,843,2.016,1899.8,0.183,0.155,0.111,0.139,0.131,0.095,0.071,0.115
4570,1166.00,909.65,900,1.808,1900.1,0.253,0.127,0.084,0.089,0.207,0.034,0.114,0.093
4571,1894.00,924.14,1428,1.419,1900.4,0.217,0.094,0.058,0.101,0.391,0.007,0.087,0.043
4572,909.00,923.85,749,1.596,1900.7,0.329,0.120,0.040,0.044,0.262,0.018,0.138,0.049
4573,591.00,917.74,534,1.783,1901.1,0.325,0.200,0.043,0.059,0.180,0.027,0.122,0.043
4574,1449.00,918.79,943,1.654,1901.4,0.267,0.152,0.073,0.073,0.246,0.010,0.120,0.058
4575,743.00,919.38,711,1.842,1901.9,0.218,0.199,0.061,0.055,0.199,0.041,0.135,0.091
4576,835.00,923.62,635,1.801,1902.3,0.268,0.167,0.030,0.101,0.192,0.030,0.116,0.096
4577,392.00,916.42,260,1.848,1902.5,0.239,0.233,0.040,0.074,0.136,0.017,0.159,0.102
4578,1095.00,916.38,1002,2.005,1903.5,0.167,0.159,0.099,0.097,0.112,0.165,0.092,0.110
4579,1405.00,924.07,1240,1.866,1903.9,0.208,0.156,0.078,0.108,0.147,0.039,0.134,0.130
4580,494.00,917.36,456,2.017,1904.9,0.142,0.177,0.110,0.083,0.120,0.130,0.090,0.148
4581,541.00,912.95,470,1.997,1905.5,0.127,0.154,0.105,0.116,0.165,0.087,0.134,0.112
4582,511.00,906.88,359,1.770,1905.7,0.127,0.103,0.079,0.079,0.302,0.008,0.206,0.095
4583,1231.00,910.44,1108,1.597,1905.9,0.079,0.047,0.063,0.205,0.378,0.000,0.189,0.039
4584,962.00,913.65,915,1.807,1906.2,0.100,0.135,0.088,0.165,0.188,0.029,0.212,0.082
4585,510.00,906.61,342,1.966,1906.6,0.132,0.118,0.122,0.104,0.163,0.076,0.184,0.101
4586,697.00,909.39,685,2.014,1907.4,0.147,0.119,0.076,0.124,0.120,0.136,0.145,0.132
4587,1227.00,914.45,1038,2.034,1908.9,0.168,0.092,0.144,0.104,0.136,0.136,0.101,0.120
4588,1327.00,918.35,1237,1.956,1909.3,0.147,0.051,0.096,0.171,0.167,0.102,0.160,0.106
4589,1139.00,921.33,886,1.883,1909.8,0.095,0.083,0.120,0.142,0.222,0.052,0.200,0.086
4590,638.00,922.77,632,1.827,1910.1,0.067,0.101,0.101,0.173,0.257,0.000,0.212,0.089
4591,1072.00,920.77,943,1.782,1910.2,0.058,0.096,0.154,0.163,0.212,0.000,0.231,0.087
4592,1564.00,930.52,1058,1.733,1910.4,0.042,0.062,0.219,0.177,0.250,0.000,0.188,0.062
4593,465.00,927.75,432,1.946,1910.7,0.064,0.137,0.146,0.119,0.114,0.037,0.269,0.114
4594,889.00,929.23,877,1.644,1910.9,0.063,0.089,0.165,0.101,0.367,0.000,0.165,0.051
4595,318.00,918.97,276,1.984,1911.2,0.089,0.083,0.089,0.161,0.117,0.061,0.267,0.133
4596,944.00,914.59,764,1.541,1911.3,0.012,0.049,0.183,0.220,0.378,0.012,0.122,0.024
4597,1782.00,920.68,1497,1.791,1911.5,0.059,0.103,0.110,0.176,0.265,0.015,0.162,0.110
4598,573.00,917.38,514,2.035,1912.0,0.146,0.111,0.089,0.142,0.101,0.120,0.136,0.155
4599,2033.00,920.96,1539,1.738,1912.3,0.067,0.067,0.189,0.178,0.222,0.017,0.139,0.122
4600,636.00,916.23,522,1.876,1912.6,0.087,0.100,0.133,0.178,0.183,0.041,0.112,0.166
4601,601.00,909.11,558,1.975,1913.0,0.071,0.087,0.150,0.208,0.092,0.033,0.150,0.208
4602,1870.00,916.15,1686,1.763,1913.2,0.100,0.069,0.156,0.294,0.163,0.025,0.106,0.087
4603,885.00,917.65,825,1.985,1913.7,0.170,0.092,0.127,0.173,0.078,0.057,0.148,0.155
4604,971.00,924.42,653,1.454,1913.9,0.027,0.000,0.304,0.188,0.357,0.000,0.116,0.009
4605,261.00,923.23,219,2.023,1914.1,0.099,0.147,0.099,0.162,0.084,0.089,0.204,0.115
4606,486.00,920.77,437,2.034,1914.5,0.172,0.139,0.105,0.144,0.100,0.081,0.158,0.100
4607,527.00,926.04,496,1.992,1914.7,0.116,0.149,0.138,0.160,0.116,0.055,0.155,0.110
4608,988.00,931.78,846,1.844,1914.9,0.086,0.124,0.143,0.200,0.276,0.010,0.124,0.038
4609,1275.00,942.31,1141,1.871,1915.1,0.154,0.077,0.189,0.112,0.224,0.028,0.161,0.056
4610,795.00,947.94,711,2.015,1915.6,0.155,0.137,0.131,0.124,0.113,0.093,0.120,0.127
4611,602.00,940.45,483,1.995,1915.9,0.158,0.207,0.133,0.123,0.113,0.039,0.128,0.099
4612,1169.00,938.78,800,1.887,1916.2,0.181,0.104,0.198,0.225,0.104,0.011,0.088,0.088
4613,1189.00,950.67,1036,2.008,1916.7,0.187,0.142,0.155,0.120,0.089,0.098,0.098,0.111
4614,1231.00,962.98,723,1.858,1917.0,0.160,0.123,0.184,0.203,0.146,0.005,0.075,0.104
4615,902.00,960.53,874,2.000,1917.5,0.187,0.171,0.078,0.125,0.090,0.093,0.115,0.140
4616,828.00,962.10,618,1.999,1918.1,0.181,0.165,0.133,0.126,0.065,0.107,0.095,0.128
4617,348.00,962.64,303,1.910,1918.4,0.200,0.211,0.063,0.080,0.114,0.034,0.223,0.074
4618,629.00,962.90,508,2.028,1919.0,0.153,0.163,0.126,0.114,0.099,0.119,0.126,0.099
4619,233.00,959.78,226,2.035,1919.4,0.123,0.199,0.080,0.165,0.096,0.096,0.119,0.123
4620,563.00,959.46,465,1.989,1919.7,0.104,0.171,0.091,0.165,0.104,0.061,0.159,0.146
4621,774.00,962.72,503,1.917,1919.9,0.110,0.116,0.096,0.308,0.116,0.041,0.110,0.103
4622,661.00,962.52,509,2.000,1920.1,0.159,0.140,0.093,0.243,0.131,0.047,0.075,0.112
4623,716.00,961.10,644,1.821,1920.2,0.083,0.083,0.139,0.306,0.111,0.056,0.111,0.111
4624,437.00,948.88,388,2.060,1921.0,0.136,0.112,0.099,0.142,0.103,0.148,0.124,0.136
4625,687.00,952.82,557,2.060,1921.5,0.135,0.142,0.105,0.089,0.142,0.120,0.145,0.123
4626,703.00,955.45,684,2.059,1922.0,0.131,0.115,0.134,0.115,0.093,0.121,0.162,0.128
4627,758.00,956.72,662,2.044,1922.4,0.151,0.086,0.179,0.129,0.143,0.133,0.090,0.090
4628,389.00,954.86,366,2.052,1922.9,0.146,0.098,0.133,0.114,0.122,0.138,0.112,0.136
4629,1564.00,963.73,1426,1.799,1923.2,0.122,0.122,0.301,0.115,0.135,0.064,0.077,0.064
4630,854.00,969.46,719,2.025,1923.7,0.128,0.115,0.175,0.126,0.077,0.120,0.117,0.142
4631,967.00,966.48,939,1.933,1924.1,0.155,0.101,0.280,0.068,0.150,0.063,0.101,0.082
4632,411.00,958.27,392,2.043,1924.6,0.149,0.101,0.127,0.081,0.099,0.119,0.139,0.185
4633,1511.00,966.18,1413,1.790,1924.8,0.181,0.057,0.257,0.095,0.181,0.057,0.114,0.057
4634,975.00,965.37,590,1.874,1925.0,0.220,0.060,0.180,0.147,0.207,0.013,0.093,0.080
4635,418.00,964.10,359,2.056,1925.6,0.130,0.124,0.130,0.083,0.148,0.121,0.142,0.121
4636,1355.00,961.54,1134,1.724,1925.7,0.169,0.056,0.247,0.101,0.236,0.034,0.090,0.067
4637,609.00,942.25,539,1.983,1926.1,0.105,0.071,0.193,0.129,0.122,0.081,0.173,0.125
4638,576.00,939.73,536,1.957,1926.4,0.159,0.055,0.172,0.097,0.152,0.076,0.193,0.097
4639,578.00,933.03,387,1.705,1926.5,0.154,0.026,0.244,0.077,0.333,0.038,0.090,0.038
4640,756.00,924.69,475,1.937,1926.8,0.178,0.071,0.189,0.077,0.249,0.089,0.112,0.036
4641,1193.00,914.88,1095,1.962,1927.1,0.177,0.091,0.122,0.091,0.171,0.085,0.171,0.091
4642,1171.00,919.92,1153,1.850,1927.2,0.121,0.056,0.129,0.218,0.210,0.065,0.169,0.032
4643,342.00,911.68,264,2.027,1927.7,0.118,0.091,0.111,0.145,0.192,0.091,0.158,0.094
4644,581.00,895.97,407,1.889,1927.8,0.196,0.041,0.144,0.175,0.082,0.082,0.196,0.082
4645,537.00,883.94,508,2.055,1928.4,0.153,0.075,0.141,0.123,0.105,0.129,0.162,0.111
4646,560.00,877.35,508,2.036,1928.6,0.093,0.137,0.112,0.099,0.186,0.130,0.137,0.106
4647,772.00,872.74,722,1.994,1928.9,0.146,0.070,0.115,0.134,0.108,0.166,0.115,0.146
4648,489.00,870.38,373,2.039,1929.1,0.173,0.077,0.154,0.147,0.154,0.103,0.135,0.058
4649,1067.00,872.89,821,2.058,1929.5,0.141,0.082,0.119,0.119,0.145,0.152,0.108,0.134
4650,1193.00,876.73,947,2.049,1930.0,0.117,0.071,0.123,0.143,0.140,0.146,0.126,0.134
4651,1182.00,876.15,1107,1.726,1930.2,0.151,0.081,0.058,0.093,0.047,0.302,0.151,0.116
4652,476.00,871.62,431,1.967,1930.4,0.129,0.108,0.086,0.043,0.122,0.245,0.187,0.079
4653,576.00,866.37,508,2.051,1930.9,0.154,0.146,0.094,0.111,0.063,0.146,0.149,0.137
4654,1139.00,871.96,1007,2.038,1932.7,0.134,0.082,0.132,0.125,0.134,0.157,0.113,0.123
4655,648.00,871.55,470,1.950,1933.2,0.199,0.062,0.175,0.127,0.052,0.100,0.096,0.189
4656,991.00,876.13,878,1.956,1933.8,0.172,0.078,0.159,0.168,0.047,0.083,0.085,0.208
4657,814.00,876.92,744,1.910,1934.2,0.237,0.076,0.166,0.171,0.038,0.066,0.085,0.161
4658,385.00,874.12,259,1.953,1934.5,0.182,0.051,0.206,0.178,0.063,0.083,0.063,0.174
4659,1068.00,877.15,869,2.017,1935.1,0.173,0.095,0.161,0.164,0.069,0.107,0.086,0.144
4660,1214.00,876.25,881,1.827,1935.3,0.213,0.077,0.200,0.123,0.058,0.168,0.032,0.129
4661,1153.00,880.49,1014,1.976,1935.7,0.149,0.053,0.156,0.130,0.095,0.118,0.103,0.195
4662,673.00,881.55,612,2.033,1936.6,0.146,0.113,0.108,0.122,0.114,0.119,0.138,0.138
4663,996.00,883.99,825,1.973,1937.0,0.104,0.071,0.157,0.175,0.089,0.164,0.100,0.139
4664,387.00,875.19,327,2.032,1937.8,0.125,0.082,0.149,0.137,0.117,0.155,0.072,0.163
4665,997.00,872.95,794,2.003,1938.3,0.166,0.066,0.188,0.113,0.113,0.113,0.091,0.153
4666,1076.00,868.45,764,1.707,1938.5,0.219,0.057,0.095,0.190,0.038,0.286,0.048,0.067
4667,906.00,864.36,736,2.047,1940.4,0.107,0.095,0.111,0.117,0.154,0.152,0.103,0.160
4668,843.00,864.68,708,1.892,1940.6,0.084,0.053,0.153,0.084,0.115,0.130,0.107,0.275
4669,1488.00,870.01,1219,1.747,1940.8,0.158,0.059,0.129,0.188,0.079,0.188,0.069,0.129
4670,1244.00,870.79,542,1.538,1941.0,0.204,0.020,0.102,0.143,0.020,0.316,0.041,0.153
4671,1088.00,862.73,696,1.834,1941.3,0.225,0.032,0.135,0.171,0.050,0.126,0.054,0.207
4672,393.00,857.57,281,1.898,1941.8,0.165,0.033,0.126,0.195,0.038,0.129,0.049,0.264
4673,928.00,860.94,784,1.941,1942.5,0.163,0.066,0.139,0.178,0.068,0.151,0.049,0.187
4674,662.00,853.07,237,1.782,1942.8,0.109,0.016,0.092,0.201,0.065,0.147,0.033,0.337
4675,1301.00,858.65,1046,2.028,1944.3,0.138,0.075,0.117,0.172,0.119,0.155,0.075,0.149
4676,2053.00,870.83,1466,1.877,1944.6,0.146,0.057,0.108,0.153,0.083,0.134,0.096,0.223
4677,691.00,873.82,444,1.815,1944.9,0.141,0.050,0.151,0.196,0.030,0.045,0.121,0.266
4678,544.00,868.31,514,2.011,1945.6,0.117,0.106,0.123,0.198,0.060,0.096,0.121,0.179
4679,875.00,863.01,798,1.927,1946.1,0.138,0.079,0.105,0.188,0.056,0.125,0.138,0.171
4680,1855.00,876.62,1529,1.783,1946.3,0.193,0.027,0.073,0.180,0.047,0.107,0.133,0.240
4681,943.00,880.64,584,1.849,1946.7,0.238,0.065,0.111,0.188,0.023,0.069,0.126,0.180
4682,481.00,880.34,415,1.760,1947.1,0.266,0.024,0.082,0.193,0.014,0.048,0.150,0.222
4683,745.00,875.48,706,1.792,1947.3,0.233,0.028,0.083,0.167,0.017,0.061,0.150,0.261
4684,661.00,872.47,482,1.983,1947.9,0.184,0.089,0.097,0.146,0.070,0.081,0.138,0.195
4685,477.00,872.14,438,1.964,1948.2,0.239,0.071,0.088,0.173,0.058,0.097,0.137,0.137
4686,1038.00,875.55,995,1.988,1948.8,0.178,0.125,0.133,0.167,0.062,0.082,0.096,0.156
4687,1878.00,882.06,1139,1.682,1948.9,0.354,0.035,0.027,0.088,0.053,0.248,0.053,0.142
4688,1743.00,886.22,1514,1.756,1949.2,0.272,0.059,0.101,0.130,0.018,0.148,0.083,0.189
4689,1591.00,890.74,909,1.678,1949.4,0.236,0.008,0.073,0.187,0.000,0.268,0.041,0.187
4690,487.00,889.23,483,2.023,1950.5,0.165,0.094,0.123,0.170,0.068,0.100,0.112,0.168
4691,1166.00,890.17,979,1.952,1951.0,0.163,0.123,0.066,0.178,0.089,0.135,0.083,0.163
4692,665.00,881.18,306,1.554,1951.1,0.176,0.000,0.010,0.196,0.010,0.245,0.039,0.324
4693,842.00,884.95,794,1.995,1951.9,0.166,0.141,0.109,0.158,0.059,0.122,0.101,0.143
4694,1389.00,889.95,1182,1.931,1952.3,0.170,0.110,0.103,0.209,0.060,0.103,0.089,0.156
4695,1706.00,903.83,1257,1.789,1952.5,0.229,0.046,0.046,0.119,0.055,0.092,0.101,0.312
4696,1002.00,904.41,931,2.010,1953.1,0.164,0.123,0.092,0.154,0.073,0.116,0.114,0.164
