episode,reward,avg100_reward,deposited,dropoffs_built,bank_margin,win_flag,mean_entropy,elapsed_sec,opponent,current_lr,stay,north,east,south,west,random,home,prospect,dropoff
519,32119.50,25025.57,32975,0,20944,1,0.935,16356.8,rl_v4,1.94e-04,0.514,0.056,0.119,0.080,0.123,0.027,0.022,0.060,0.000
520,30764.50,25095.78,31316,0,19053,1,1.008,16385.3,rl_v4,1.94e-04,0.496,0.071,0.133,0.047,0.117,0.032,0.041,0.065,0.000
521,24621.50,25120.67,24967,0,13788,1,1.043,16413.8,rl_v4,1.94e-04,0.450,0.069,0.135,0.066,0.131,0.038,0.033,0.079,0.000
522,26872.00,25247.89,28049,0,15066,1,1.110,16445.0,rl_v4,1.94e-04,0.392,0.058,0.145,0.074,0.099,0.127,0.029,0.077,0.000
523,40821.00,25503.17,42236,0,29412,1,0.980,16477.6,rl_v4,1.94e-04,0.497,0.045,0.160,0.045,0.093,0.053,0.027,0.079,0.000
524,35896.50,25606.77,37297,0,24261,1,0.963,16509.6,rl_v4,1.94e-04,0.521,0.072,0.132,0.023,0.089,0.050,0.032,0.081,0.000
525,34112.00,25836.46,35014,0,22853,1,0.952,16537.9,rl_v4,1.94e-04,0.542,0.076,0.110,0.049,0.089,0.032,0.032,0.070,0.000
526,27569.00,25951.31,26948,1,11765,1,1.025,16565.1,rl_v4,1.94e-04,0.446,0.080,0.150,0.062,0.128,0.033,0.021,0.080,0.000
527,30030.50,26057.08,30871,0,19397,1,1.055,16595.5,rl_v4,1.94e-04,0.414,0.042,0.154,0.088,0.125,0.062,0.040,0.075,0.000
528,35149.50,26130.67,35476,0,21877,1,1.046,16624.5,rl_v4,1.94e-04,0.504,0.058,0.119,0.057,0.116,0.020,0.030,0.096,0.000
529,29805.50,26224.83,30055,0,17674,1,1.014,16653.3,rl_v4,1.94e-04,0.468,0.050,0.154,0.078,0.113,0.023,0.025,0.089,0.000
530,25186.50,26361.99,26044,0,13188,1,1.172,16684.7,rl_v4,1.94e-04,0.359,0.043,0.156,0.069,0.131,0.112,0.040,0.091,0.000
531,26500.00,26531.35,26760,0,14963,1,1.047,16712.3,rl_v4,1.94e-04,0.450,0.071,0.148,0.049,0.106,0.030,0.040,0.105,0.000
532,16164.95,26528.59,16342,0,4528,1,1.035,16737.3,rl_v4,1.94e-04,0.463,0.098,0.158,0.046,0.100,0.013,0.016,0.106,0.000
533,15420.33,26501.62,16572,0,2697,1,1.109,16763.2,rl_v4,1.94e-04,0.355,0.043,0.278,0.040,0.066,0.070,0.006,0.141,0.000
534,27940.00,26599.48,28320,0,15345,1,1.024,16791.3,rl_v4,1.94e-04,0.440,0.088,0.150,0.036,0.132,0.016,0.038,0.100,0.000
535,32777.50,26757.68,33377,0,20374,1,1.002,16822.0,rl_v4,1.94e-04,0.485,0.065,0.145,0.033,0.127,0.010,0.033,0.102,0.000
536,27165.50,26710.30,27524,0,15278,1,1.026,16850.1,rl_v4,1.94e-04,0.458,0.047,0.146,0.075,0.123,0.014,0.026,0.110,0.000
537,13355.56,26670.35,14074,0,2120,1,1.176,16876.7,rl_v4,1.94e-04,0.346,0.036,0.260,0.062,0.110,0.053,0.018,0.116,0.000
538,22569.00,26672.00,23000,0,7944,1,0.947,16903.7,rl_v4,1.94e-04,0.485,0.027,0.178,0.053,0.129,0.009,0.020,0.098,0.000
539,30148.00,26627.29,30911,0,19652,1,0.952,16933.2,rl_v4,1.94e-04,0.495,0.058,0.124,0.066,0.115,0.033,0.040,0.070,0.000
540,23416.00,26751.65,23751,0,11855,1,0.996,16960.7,rl_v4,1.94e-04,0.483,0.055,0.146,0.058,0.122,0.016,0.032,0.088,0.000
541,23855.50,26783.24,24833,0,11243,1,0.938,16990.8,rl_v4,1.94e-04,0.513,0.031,0.153,0.040,0.105,0.017,0.054,0.087,0.000
542,11424.18,26580.14,12212,0,609,1,1.070,17016.1,rl_v4,1.94e-04,0.411,0.036,0.181,0.057,0.134,0.058,0.027,0.095,0.000
543,21951.00,26430.11,23074,0,10606,1,1.045,17045.6,rl_v4,1.94e-04,0.394,0.034,0.245,0.048,0.101,0.050,0.033,0.093,0.000
544,31733.00,26608.45,32502,0,20156,1,0.898,17073.1,rl_v4,1.94e-04,0.530,0.031,0.125,0.070,0.115,0.015,0.041,0.073,0.000
545,18971.99,26458.85,18982,0,8917,1,1.057,17098.9,rl_v4,1.94e-04,0.425,0.091,0.168,0.032,0.153,0.007,0.032,0.092,0.000
546,27497.00,26393.39,26569,1,12203,1,1.095,17128.6,rl_v4,1.94e-04,0.380,0.054,0.183,0.069,0.148,0.010,0.062,0.094,0.000
547,20790.99,26275.32,21065,0,9970,1,1.058,17157.1,rl_v4,1.94e-04,0.427,0.052,0.192,0.049,0.142,0.008,0.031,0.099,0.000
548,28374.00,26233.51,29256,0,17131,1,1.030,17186.2,rl_v4,1.94e-04,0.420,0.060,0.208,0.041,0.113,0.012,0.039,0.107,0.000
549,17586.45,26045.04,17712,0,7425,1,1.097,17211.2,rl_v4,1.94e-04,0.374,0.062,0.223,0.041,0.124,0.021,0.020,0.134,0.000
550,23809.00,25941.79,24025,0,12765,1,1.071,17241.2,rl_v4,1.94e-04,0.403,0.052,0.186,0.037,0.153,0.009,0.033,0.128,0.000
551,28041.50,25918.03,28398,0,15150,1,1.066,17271.0,rl_v4,1.94e-04,0.416,0.051,0.185,0.043,0.148,0.012,0.033,0.113,0.000
552,26611.00,25855.87,27033,0,14430,1,1.047,17300.9,rl_v4,1.94e-04,0.408,0.066,0.186,0.035,0.140,0.006,0.028,0.132,0.000
553,12658.37,25996.57,13275,0,3711,1,1.087,17325.9,rl_v4,1.94e-04,0.396,0.042,0.223,0.028,0.126,0.028,0.018,0.137,0.000
554,22462.50,26108.65,23018,0,10920,1,0.954,17353.4,rl_v4,1.94e-04,0.474,0.057,0.163,0.033,0.111,0.009,0.019,0.135,0.000
555,27941.50,26055.53,28813,0,16677,1,1.026,17384.2,rl_v4,1.94e-04,0.445,0.036,0.173,0.030,0.137,0.018,0.040,0.122,0.000
556,22093.49,26011.01,22641,0,10719,1,1.036,17413.3,rl_v4,1.94e-04,0.398,0.022,0.226,0.036,0.146,0.007,0.015,0.150,0.000
557,25822.50,25919.02,26390,0,15292,1,0.991,17443.2,rl_v4,1.94e-04,0.414,0.030,0.209,0.026,0.168,0.008,0.017,0.130,0.000
558,14097.99,25800.45,14259,0,7045,1,1.090,17465.6,rl_v4,1.94e-04,0.372,0.058,0.233,0.030,0.126,0.026,0.014,0.141,0.000
559,19977.99,25674.96,20216,0,8381,1,1.030,17493.5,rl_v4,1.94e-04,0.435,0.044,0.183,0.045,0.135,0.007,0.014,0.138,0.000
560,11232.14,25432.77,12221,0,3360,1,1.066,17519.2,rl_v4,1.94e-04,0.251,0.018,0.413,0.018,0.097,0.032,0.014,0.156,0.000
561,25573.50,25280.18,26228,0,14135,1,1.005,17551.0,rl_v4,1.94e-04,0.419,0.037,0.201,0.025,0.139,0.013,0.047,0.119,0.000
562,25609.50,25187.32,26303,0,15040,1,0.952,17580.9,rl_v4,1.94e-04,0.464,0.032,0.185,0.032,0.138,0.010,0.029,0.110,0.000
563,28069.50,25034.24,28714,0,17044,1,0.970,17612.1,rl_v4,1.94e-04,0.466,0.043,0.171,0.027,0.140,0.008,0.028,0.117,0.000
564,19442.82,24866.44,20587,0,7621,1,1.006,17643.3,rl_v4,1.94e-04,0.313,0.014,0.380,0.018,0.101,0.020,0.014,0.139,0.000
565,13816.21,24829.20,13560,0,7864,1,1.111,17663.8,rl_v4,1.94e-04,0.371,0.060,0.212,0.036,0.156,0.019,0.028,0.117,0.000
566,17894.57,24672.30,18468,0,6302,1,0.986,17695.9,rl_v4,1.94e-04,0.385,0.025,0.241,0.015,0.176,0.009,0.022,0.127,0.000
567,11803.61,24498.23,12943,0,2149,1,1.049,17721.3,rl_v4,1.94e-04,0.288,0.023,0.382,0.023,0.062,0.031,0.025,0.165,0.000
568,27989.00,24422.62,28952,0,17761,1,0.938,17750.8,rl_v4,1.94e-04,0.438,0.037,0.182,0.018,0.161,0.020,0.037,0.107,0.000
569,18887.99,24216.65,19119,0,6564,1,1.041,17777.1,rl_v4,1.94e-04,0.394,0.039,0.227,0.039,0.145,0.012,0.029,0.115,0.000
570,14956.03,24027.29,15605,0,5159,1,0.992,17804.4,rl_v4,1.94e-04,0.370,0.033,0.253,0.021,0.180,0.010,0.015,0.117,0.000
571,19530.47,23811.11,19862,0,7130,1,1.032,17831.9,rl_v4,1.94e-04,0.416,0.035,0.199,0.029,0.163,0.008,0.019,0.132,0.000
572,16317.38,23611.49,17029,0,3263,1,0.975,17856.4,rl_v4,1.94e-04,0.272,0.013,0.355,0.015,0.173,0.007,0.016,0.148,0.000
573,19570.98,23513.85,20093,0,8168,1,1.014,17884.1,rl_v4,1.94e-04,0.411,0.039,0.193,0.024,0.155,0.008,0.021,0.149,0.000
574,13190.02,23351.17,13204,0,3997,1,1.071,17908.3,rl_v4,1.94e-04,0.393,0.041,0.199,0.019,0.160,0.007,0.017,0.164,0.000
575,23294.50,23392.78,23962,0,10904,1,0.958,17936.4,rl_v4,1.94e-04,0.451,0.025,0.180,0.029,0.133,0.008,0.022,0.153,0.000
576,22598.50,23332.88,23727,0,10928,1,1.021,17967.3,rl_v4,1.94e-04,0.392,0.026,0.166,0.024,0.156,0.014,0.033,0.189,0.000
577,21373.50,23313.73,22019,0,10321,1,0.968,17993.5,rl_v4,1.94e-04,0.414,0.036,0.196,0.024,0.146,0.010,0.029,0.145,0.000
578,32393.00,23464.58,32204,1,14733,1,1.006,18023.8,rl_v4,1.94e-04,0.377,0.047,0.174,0.036,0.165,0.015,0.032,0.153,0.000
579,21486.50,23347.90,21911,0,10049,1,0.944,18051.3,rl_v4,1.94e-04,0.428,0.048,0.181,0.034,0.127,0.004,0.019,0.158,0.000
580,20262.95,23338.05,20696,0,9380,1,0.958,18079.0,rl_v4,1.94e-04,0.408,0.038,0.161,0.030,0.117,0.005,0.033,0.207,0.000
581,21912.00,23323.59,22171,0,10118,1,0.990,18105.2,rl_v4,1.94e-04,0.412,0.053,0.173,0.035,0.142,0.005,0.021,0.159,0.000
582,25026.00,23329.62,25655,0,12315,1,0.938,18134.3,rl_v4,1.94e-04,0.462,0.033,0.155,0.033,0.133,0.007,0.029,0.147,0.000
583,15481.90,23390.84,15610,0,7491,1,1.039,18157.8,rl_v4,1.94e-04,0.422,0.047,0.166,0.035,0.131,0.007,0.018,0.174,0.000
584,21279.99,23493.83,21960,0,9271,1,1.014,18185.6,rl_v4,1.94e-04,0.408,0.039,0.159,0.029,0.131,0.009,0.032,0.193,0.000
585,18321.32,23553.22,19003,0,7625,1,0.981,18216.8,rl_v4,1.94e-04,0.375,0.045,0.191,0.028,0.103,0.003,0.016,0.237,0.000
586,19226.49,23541.59,19961,0,7494,1,0.998,18243.7,rl_v4,1.94e-04,0.466,0.049,0.136,0.045,0.075,0.022,0.044,0.163,0.000
587,13742.12,23438.91,13637,0,6477,1,1.120,18266.8,rl_v4,1.94e-04,0.363,0.046,0.168,0.054,0.111,0.006,0.032,0.220,0.000
588,14011.66,23250.47,13973,0,5647,1,1.091,18288.9,rl_v4,1.94e-04,0.364,0.056,0.195,0.055,0.115,0.004,0.024,0.187,0.000
589,18535.93,23170.31,19797,0,8923,1,1.051,18317.2,rl_v4,1.94e-04,0.279,0.029,0.281,0.037,0.049,0.021,0.036,0.267,0.000
590,30964.00,23357.82,32623,0,20878,1,0.877,18349.4,rl_v4,1.94e-04,0.521,0.030,0.122,0.021,0.123,0.022,0.045,0.115,0.000
591,12577.18,23310.14,12899,0,3607,1,0.999,18373.1,rl_v4,1.94e-04,0.419,0.047,0.162,0.037,0.087,0.010,0.016,0.223,0.000
592,17650.48,23314.22,18044,0,6997,1,0.970,18397.5,rl_v4,1.94e-04,0.408,0.038,0.180,0.046,0.110,0.008,0.015,0.195,0.000
593,11634.45,23145.58,11802,0,3910,1,1.103,18418.8,rl_v4,1.94e-04,0.331,0.067,0.195,0.039,0.111,0.008,0.016,0.233,0.000
594,10498.69,23006.20,10471,0,7137,1,1.137,18437.9,rl_v4,1.94e-04,0.361,0.059,0.165,0.072,0.088,0.020,0.017,0.218,0.000
595,16687.10,22832.13,16884,0,4385,1,0.939,18466.7,rl_v4,1.94e-04,0.316,0.024,0.203,0.031,0.087,0.006,0.009,0.324,0.000
596,11932.20,22733.88,12194,0,3141,1,1.080,18489.9,rl_v4,1.94e-04,0.353,0.032,0.162,0.059,0.118,0.022,0.021,0.233,0.000
597,13843.58,22588.64,14236,0,3324,1,0.976,18514.4,rl_v4,1.94e-04,0.400,0.042,0.127,0.033,0.114,0.013,0.019,0.253,0.000
598,21963.00,22694.08,22886,0,10712,1,1.067,18543.8,rl_v4,1.94e-04,0.392,0.029,0.137,0.034,0.132,0.048,0.052,0.176,0.000
599,20016.50,22621.95,20155,0,8454,1,1.032,18569.1,rl_v4,1.94e-04,0.388,0.028,0.138,0.060,0.077,0.013,0.036,0.259,0.000
600,24166.00,22512.29,24625,0,11876,1,0.964,18596.3,rl_v4,1.88e-04,0.425,0.054,0.131,0.036,0.095,0.009,0.029,0.221,0.000
601,33788.00,22611.05,33312,1,18773,1,0.979,18625.5,rl_v4,1.88e-04,0.430,0.047,0.097,0.058,0.119,0.013,0.027,0.209,0.000
602,32117.50,22604.08,33176,0,18054,1,0.975,18657.7,rl_v4,1.88e-04,0.396,0.049,0.124,0.024,0.123,0.011,0.044,0.229,0.000
603,30255.00,22585.63,31886,0,19937,1,0.975,18691.6,rl_v4,1.88e-04,0.464,0.022,0.086,0.034,0.121,0.058,0.066,0.148,0.000
604,21126.48,22440.66,21929,0,8637,1,0.921,18721.2,rl_v4,1.88e-04,0.410,0.035,0.112,0.033,0.098,0.016,0.038,0.258,0.000
605,27726.50,22573.10,28452,0,17314,1,0.929,18749.5,rl_v4,1.88e-04,0.445,0.025,0.110,0.058,0.079,0.017,0.042,0.224,0.000
606,19978.49,22634.17,20405,0,7427,1,0.952,18775.5,rl_v4,1.88e-04,0.371,0.037,0.128,0.034,0.125,0.014,0.021,0.269,0.000
607,29770.00,22633.95,30606,0,18218,1,0.930,18808.9,rl_v4,1.88e-04,0.372,0.026,0.160,0.038,0.094,0.016,0.039,0.254,0.000
608,30866.00,22717.84,31831,0,16162,1,0.995,18841.2,rl_v4,1.88e-04,0.389,0.022,0.141,0.044,0.124,0.020,0.036,0.225,0.000
609,9681.46,22560.59,10140,0,-874,-1,0.997,18866.4,rl_v4,1.88e-04,0.370,0.022,0.128,0.044,0.063,0.026,0.025,0.320,0.000
610,31906.00,22642.77,32546,0,20787,1,0.983,18896.8,rl_v4,1.88e-04,0.409,0.031,0.112,0.047,0.120,0.017,0.048,0.216,0.000
611,30680.00,22692.94,31679,0,20333,1,0.961,18930.0,rl_v4,1.88e-04,0.429,0.027,0.133,0.048,0.096,0.016,0.044,0.206,0.000
612,23415.50,22752.02,24454,0,12886,1,1.011,18960.0,rl_v4,1.88e-04,0.410,0.030,0.097,0.057,0.107,0.036,0.058,0.205,0.000
613,21079.49,22584.63,21630,0,10118,1,1.021,18989.4,rl_v4,1.88e-04,0.379,0.028,0.110,0.048,0.127,0.029,0.038,0.242,0.000
614,21301.50,22438.85,22277,0,10052,1,1.028,19019.6,rl_v4,1.88e-04,0.407,0.040,0.107,0.031,0.124,0.034,0.057,0.200,0.000
615,25112.00,22577.67,25832,0,13449,1,0.886,19048.5,rl_v4,1.88e-04,0.476,0.033,0.099,0.031,0.114,0.016,0.024,0.208,0.000
616,12232.46,22555.86,12295,0,3972,1,1.008,19070.5,rl_v4,1.88e-04,0.402,0.060,0.116,0.055,0.068,0.024,0.017,0.258,0.000
617,14726.40,22608.34,15000,0,3464,1,0.964,19096.1,rl_v4,1.88e-04,0.399,0.054,0.114,0.050,0.079,0.015,0.022,0.267,0.000
618,25376.00,22600.07,26141,0,11909,1,0.902,19126.6,rl_v4,1.88e-04,0.396,0.021,0.139,0.039,0.114,0.012,0.033,0.246,0.000
619,19256.88,22471.44,19425,0,7174,1,0.922,19157.9,rl_v4,1.88e-04,0.362,0.028,0.112,0.045,0.132,0.010,0.021,0.290,0.000
620,17487.99,22338.68,17932,0,6384,1,1.010,19185.3,rl_v4,1.88e-04,0.321,0.033,0.188,0.028,0.093,0.014,0.053,0.270,0.000
621,13047.09,22222.93,13537,0,1508,1,1.017,19211.2,rl_v4,1.88e-04,0.281,0.032,0.174,0.040,0.142,0.013,0.016,0.301,0.000
622,20175.00,22155.96,20555,0,9184,1,0.971,19237.1,rl_v4,1.88e-04,0.397,0.033,0.122,0.042,0.084,0.017,0.026,0.279,0.000
623,22539.98,21973.15,23235,0,6303,1,0.893,19266.0,rl_v4,1.88e-04,0.260,0.010,0.197,0.024,0.130,0.007,0.025,0.347,0.000
624,18193.42,21796.12,19396,0,8764,1,0.960,19295.2,rl_v4,1.88e-04,0.264,0.016,0.231,0.016,0.113,0.012,0.039,0.310,0.000
625,23855.00,21693.55,24402,0,12892,1,0.947,19324.6,rl_v4,1.88e-04,0.374,0.016,0.122,0.037,0.101,0.012,0.083,0.254,0.000
626,19598.99,21613.85,19930,0,7403,1,0.958,19352.1,rl_v4,1.88e-04,0.364,0.028,0.111,0.051,0.092,0.010,0.025,0.319,0.000
627,27915.50,21592.70,28758,0,15670,1,0.965,19384.6,rl_v4,1.88e-04,0.294,0.020,0.174,0.039,0.162,0.020,0.046,0.245,0.000
628,17464.47,21415.85,17555,0,9195,1,1.024,19407.1,rl_v4,1.88e-04,0.378,0.039,0.112,0.039,0.096,0.022,0.037,0.277,0.000
629,24741.50,21365.21,25714,0,7348,1,0.787,19436.7,rl_v4,1.88e-04,0.319,0.012,0.129,0.016,0.080,0.006,0.015,0.424,0.000
630,14854.04,21261.89,16027,0,2393,1,0.953,19467.2,rl_v4,1.88e-04,0.254,0.012,0.113,0.021,0.107,0.016,0.039,0.438,0.000
631,16015.77,21157.04,17435,0,5226,1,0.946,19497.3,rl_v4,1.88e-04,0.342,0.017,0.110,0.026,0.079,0.030,0.037,0.359,0.000
632,40372.00,21399.11,41362,0,29403,1,0.871,19531.3,rl_v4,1.88e-04,0.394,0.028,0.153,0.029,0.140,0.008,0.039,0.209,0.000
633,13593.41,21380.85,14242,0,6333,1,1.056,19557.3,rl_v4,1.88e-04,0.291,0.027,0.141,0.023,0.103,0.036,0.042,0.336,0.000
634,21086.00,21312.31,21497,0,9461,1,0.918,19584.3,rl_v4,1.88e-04,0.392,0.021,0.100,0.042,0.081,0.015,0.047,0.302,0.000
635,23114.00,21215.67,23486,0,11506,1,0.922,19613.4,rl_v4,1.88e-04,0.375,0.045,0.120,0.042,0.102,0.010,0.027,0.278,0.000
636,19545.99,21139.48,20029,0,7652,1,0.900,19639.7,rl_v4,1.88e-04,0.387,0.023,0.119,0.050,0.098,0.012,0.024,0.286,0.000
637,20892.00,21214.84,21499,0,10113,1,0.931,19667.9,rl_v4,1.88e-04,0.353,0.034,0.152,0.044,0.098,0.013,0.030,0.276,0.000
638,23657.50,21225.72,24142,0,12984,1,0.959,19696.7,rl_v4,1.88e-04,0.360,0.036,0.175,0.041,0.093,0.019,0.027,0.249,0.000
639,16415.89,21088.40,16634,0,5391,1,0.908,19722.3,rl_v4,1.88e-04,0.367,0.032,0.104,0.046,0.079,0.010,0.015,0.348,0.000
640,11357.90,20967.82,11158,0,3882,1,0.960,19742.8,rl_v4,1.88e-04,0.367,0.026,0.115,0.064,0.061,0.011,0.012,0.343,0.000
641,28081.00,21010.08,28693,0,16527,1,0.911,19775.1,rl_v4,1.88e-04,0.255,0.020,0.179,0.044,0.127,0.006,0.047,0.321,0.000
642,25721.00,21153.05,26849,0,15629,1,1.019,19805.9,rl_v4,1.88e-04,0.294,0.030,0.168,0.048,0.131,0.047,0.059,0.225,0.000
643,24737.00,21180.91,24784,1,7654,1,0.865,19834.7,rl_v4,1.88e-04,0.310,0.028,0.172,0.049,0.067,0.007,0.024,0.343,0.000
644,15949.76,21023.07,16220,0,4151,1,0.861,19859.6,rl_v4,1.88e-04,0.293,0.025,0.106,0.028,0.067,0.009,0.023,0.448,0.000
645,20891.99,21042.27,21928,0,8236,1,1.001,19889.3,rl_v4,1.88e-04,0.331,0.038,0.168,0.031,0.088,0.025,0.042,0.277,0.000
646,28444.00,21051.74,29102,0,14633,1,0.878,19919.3,rl_v4,1.88e-04,0.324,0.036,0.155,0.026,0.117,0.009,0.036,0.297,0.000
647,23223.50,21076.07,24045,0,12845,1,0.932,19949.3,rl_v4,1.88e-04,0.321,0.033,0.171,0.020,0.097,0.015,0.038,0.306,0.000
648,26087.50,21053.20,27456,0,14890,1,0.787,19974.9,rl_v4,1.88e-04,0.435,0.030,0.108,0.022,0.094,0.013,0.031,0.266,0.000
649,12265.39,20999.99,13054,0,3093,1,0.937,20001.2,rl_v4,1.88e-04,0.331,0.038,0.141,0.026,0.075,0.033,0.012,0.344,0.000
650,9477.34,20856.68,9271,0,4415,1,0.981,20021.5,rl_v4,1.88e-04,0.289,0.046,0.123,0.036,0.089,0.006,0.024,0.386,0.000
651,20162.99,20777.89,20337,0,8691,1,0.806,20049.8,rl_v4,1.88e-04,0.349,0.026,0.158,0.043,0.067,0.004,0.028,0.325,0.000
652,23314.00,20744.92,23516,0,11366,1,0.864,20079.7,rl_v4,1.88e-04,0.353,0.029,0.115,0.057,0.092,0.006,0.033,0.316,0.000
653,18524.98,20803.59,18834,0,6814,1,0.813,20104.8,rl_v4,1.88e-04,0.382,0.023,0.105,0.042,0.053,0.004,0.024,0.366,0.000
654,11795.40,20696.92,12545,0,2431,1,0.819,20129.0,rl_v4,1.88e-04,0.336,0.036,0.113,0.024,0.045,0.013,0.011,0.422,0.000
655,11481.14,20532.31,12257,0,2253,1,0.955,20155.7,rl_v4,1.88e-04,0.336,0.028,0.134,0.035,0.063,0.032,0.024,0.348,0.000
656,27549.00,20586.87,27883,0,15620,1,0.802,20184.9,rl_v4,1.88e-04,0.373,0.032,0.154,0.036,0.105,0.006,0.022,0.270,0.000
657,28397.50,20612.62,28843,0,15477,1,0.781,20213.7,rl_v4,1.88e-04,0.376,0.020,0.114,0.039,0.084,0.004,0.032,0.331,0.000
658,30169.50,20773.33,29554,1,14050,1,0.843,20242.2,rl_v4,1.88e-04,0.378,0.031,0.132,0.040,0.095,0.007,0.024,0.293,0.000
659,15683.43,20730.39,16899,0,4017,1,0.911,20270.4,rl_v4,1.88e-04,0.343,0.026,0.137,0.017,0.044,0.016,0.020,0.396,0.000
660,18334.95,20801.42,19598,0,7435,1,0.930,20300.5,rl_v4,1.88e-04,0.313,0.012,0.156,0.039,0.128,0.044,0.022,0.286,0.000
661,16749.42,20713.17,17652,0,4873,1,0.675,20326.8,rl_v4,1.88e-04,0.454,0.020,0.094,0.021,0.049,0.004,0.005,0.352,0.000
662,22945.00,20686.53,23111,0,11616,1,0.795,20354.4,rl_v4,1.88e-04,0.362,0.016,0.120,0.051,0.067,0.004,0.015,0.364,0.000
663,21012.50,20615.96,21775,0,9996,1,0.724,20381.6,rl_v4,1.88e-04,0.421,0.030,0.134,0.026,0.056,0.006,0.012,0.315,0.000
664,25702.50,20678.56,26179,0,15088,1,0.749,20411.1,rl_v4,1.88e-04,0.397,0.029,0.133,0.022,0.073,0.006,0.018,0.321,0.000
665,21590.50,20756.30,21893,0,10134,1,0.721,20438.2,rl_v4,1.88e-04,0.412,0.026,0.108,0.027,0.076,0.005,0.007,0.339,0.000
666,16009.92,20737.45,16235,0,4822,1,0.758,20462.2,rl_v4,1.88e-04,0.392,0.029,0.093,0.033,0.051,0.006,0.011,0.385,0.000
667,14831.87,20767.74,15317,0,4133,1,0.732,20488.7,rl_v4,1.88e-04,0.387,0.027,0.102,0.028,0.043,0.005,0.009,0.399,0.000
668,22319.50,20711.04,22803,0,10881,1,0.743,20516.2,rl_v4,1.88e-04,0.385,0.021,0.116,0.031,0.088,0.005,0.015,0.340,0.000
669,14555.44,20667.71,15804,0,4309,1,0.640,20542.1,rl_v4,1.88e-04,0.451,0.015,0.071,0.025,0.039,0.010,0.007,0.382,0.000
670,14981.32,20667.97,15212,0,6641,1,0.670,20564.6,rl_v4,1.88e-04,0.400,0.017,0.108,0.016,0.051,0.004,0.005,0.400,0.000
671,20968.00,20682.34,21615,0,9628,1,0.723,20592.1,rl_v4,1.88e-04,0.387,0.012,0.094,0.024,0.059,0.007,0.009,0.407,0.000
672,30086.00,20820.03,30630,0,18080,1,0.811,20621.9,rl_v4,1.88e-04,0.317,0.020,0.152,0.033,0.121,0.007,0.012,0.339,0.000
673,25427.50,20878.59,25770,0,13989,1,0.786,20649.3,rl_v4,1.88e-04,0.347,0.014,0.113,0.037,0.084,0.006,0.011,0.388,0.000
674,11135.67,20858.05,10954,0,5506,1,0.771,20670.7,rl_v4,1.88e-04,0.295,0.024,0.137,0.036,0.042,0.008,0.005,0.453,0.000
675,11376.68,20738.87,11628,0,4757,1,0.737,20692.3,rl_v4,1.88e-04,0.302,0.014,0.123,0.045,0.045,0.012,0.001,0.457,0.000
676,15545.95,20668.35,16172,0,4629,1,0.738,20717.0,rl_v4,1.88e-04,0.298,0.010,0.137,0.013,0.049,0.006,0.005,0.481,0.000
677,28908.50,20743.70,29468,0,16885,1,0.718,20748.3,rl_v4,1.88e-04,0.290,0.011,0.133,0.014,0.090,0.005,0.014,0.443,0.000
678,11447.52,20534.24,11246,0,5662,1,0.807,20769.7,rl_v4,1.88e-04,0.287,0.026,0.111,0.036,0.066,0.006,0.006,0.463,0.000
679,17925.96,20498.64,18861,0,6900,1,0.660,20796.9,rl_v4,1.88e-04,0.330,0.015,0.123,0.012,0.052,0.009,0.002,0.457,0.000
680,16569.86,20461.71,16600,0,6924,1,0.778,20819.6,rl_v4,1.88e-04,0.295,0.021,0.130,0.020,0.077,0.005,0.005,0.445,0.000
681,8142.67,20324.01,7809,0,3060,1,0.848,20839.5,rl_v4,1.88e-04,0.266,0.022,0.150,0.045,0.074,0.006,0.003,0.435,0.000
682,30425.50,20378.01,32331,0,18894,1,0.627,20873.1,rl_v4,1.88e-04,0.413,0.004,0.105,0.010,0.097,0.004,0.003,0.365,0.000
683,15574.40,20378.93,15625,0,9426,1,0.722,20894.7,rl_v4,1.88e-04,0.355,0.018,0.139,0.028,0.057,0.005,0.003,0.394,0.000
684,10963.17,20275.76,12021,0,715,1,0.929,20924.6,rl_v4,1.88e-04,0.216,0.014,0.165,0.018,0.107,0.042,0.008,0.429,0.000
685,21526.47,20307.82,23301,0,12279,1,0.858,20961.1,rl_v4,1.88e-04,0.249,0.007,0.128,0.016,0.151,0.014,0.024,0.411,0.000
686,26701.50,20382.57,28549,0,14076,1,0.617,20991.8,rl_v4,1.88e-04,0.349,0.007,0.122,0.013,0.077,0.004,0.002,0.427,0.000
687,9896.43,20344.11,9754,0,3607,1,0.767,21012.2,rl_v4,1.88e-04,0.279,0.023,0.109,0.027,0.046,0.008,0.001,0.507,0.000
688,33698.50,20540.98,34462,0,20857,1,0.653,21041.6,rl_v4,1.88e-04,0.425,0.006,0.089,0.014,0.126,0.002,0.002,0.336,0.000
689,25375.49,20609.37,26490,0,9879,1,0.655,21073.8,rl_v4,1.88e-04,0.269,0.005,0.097,0.004,0.129,0.003,0.000,0.493,0.000
690,23962.00,20539.35,24776,0,13960,1,0.694,21101.7,rl_v4,1.88e-04,0.331,0.007,0.137,0.013,0.088,0.007,0.001,0.417,0.000
691,11017.55,20523.76,11008,0,3102,1,0.729,21123.6,rl_v4,1.88e-04,0.241,0.018,0.195,0.023,0.049,0.005,0.003,0.466,0.000
